2.220,-0.508,0.382,-2.254,-3.344,2.234,-1.672
2.240,-0.552,0.411,-2.276,-3.306,2.121,-1.653
2.260,-0.596,0.437,-2.298,-3.265,1.999,-1.633
2.280,-0.639,0.462,-2.319,-3.221,1.870,-1.611
2.300,-0.681,0.485,-2.340,-3.174,1.733,-1.587
2.320,-0.723,0.507,-2.361,-3.123,1.589,-1.562
2.340,-0.764,0.526,-2.382,-3.070,1.439,-1.535
2.360,-0.804,0.543,-2.402,-3.013,1.283,-1.507
2.380,-0.843,0.558,-2.422,-2.954,1.123,-1.477
2.400,-0.882,0.571,-2.441,-2.891,0.958,-1.446
2.420,-0.919,0.581,-2.460,-2.826,0.789,-1.413
2.440,-0.956,0.589,-2.478,-2.758,0.617,-1.379
2.460,-0.992,0.595,-2.496,-2.687,0.442,-1.344
2.480,-1.027,0.599,-2.513,-2.614,0.266,-1.307
2.500,-1.061,0.600,-2.530,-2.538,0.089,-1.269
2.520,-1.093,0.599,-2.547,-2.459,-0.089,-1.230
2.540,-1.125,0.595,-2.563,-2.379,-0.266,-1.189
2.560,-1.156,0.589,-2.578,-2.295,-0.442,-1.148
2.580,-1.185,0.581,-2.593,-2.210,-0.617,-1.105
2.600,-1.214,0.571,-2.607,-2.122,-0.789,-1.061
2.620,-1.241,0.558,-2.620,-2.032,-0.958,-1.016
2.640,-1.266,0.543,-2.633,-1.940,-1.123,-0.970
2.660,-1.291,0.526,-2.646,-1.847,-1.283,-0.923
2.680,-1.314,0.507,-2.657,-1.751,-1.439,-0.876
2.700,-1.337,0.485,-2.668,-1.654,-1.589,-0.827
2.720,-1.357,0.462,-2.679,-1.555,-1.733,-0.777
2.740,-1.377,0.437,-2.688,-1.454,-1.870,-0.727
2.760,-1.395,0.411,-2.697,-1.352,-1.999,-0.676
2.780,-1.411,0.382,-2.706,-1.249,-2.121,-0.625
2.800,-1.427,0.353,-2.713,-1.145,-2.234,-0.572
2.820,-1.440,0.321,-2.720,-1.039,-2.338,-0.520
2.840,-1.453,0.289,-2.726,-0.933,-2.433,-0.466
2.860,-1.464,0.255,-2.732,-0.825,-2.519,-0.413
2.880,-1.473,0.221,-2.737,-0.717,-2.594,-0.358
2.900,-1.482,0.185,-2.741,-0.608,-2.660,-0.304
2.920,-1.488,0.149,-2.744,-0.498,-2.715,-0.249
2.940,-1.493,0.112,-2.747,-0.388,-2.759,-0.194
2.960,-1.497,0.075,-2.749,-0.277,-2.792,-0.139
2.980,-1.499,0.038,-2.750,-0.166,-2.814,-0.083
3.000,-1.500,-0.000,-2.750,-0.056,-2.826,-0.028
3.020,-1.499,-0.038,-2.750,0.056,-2.826,0.028
3.040,-1.497,-0.075,-2.749,0.166,-2.814,0.083
3.060,-1.493,-0.112,-2.747,0.277,-2.792,0.139
3.080,-1.488,-0.149,-2.744,0.388,-2.759,0.194
3.100,-1.482,-0.185,-2.741,0.498,-2.715,0.249
3.120,-1.473,-0.221,-2.737,0.608,-2.660,0.304
3.140,-1.464,-0.255,-2.732,0.717,-2.594,0.358
3.160,-1.453,-0.289,-2.726,0.825,-2.519,0.413
3.180,-1.440,-0.321,-2.720,0.933,-2.433,0.466
3.200,-1.427,-0.353,-2.713,1.039,-2.338,0.520
3.220,-1.411,-0.382,-2.706,1.145,-2.234,0.572
3.240,-1.395,-0.411,-2.697,1.249,-2.121,0.625
3.260,-1.377,-0.437,-2.688,1.352,-1.999,0.676
3.280,-1.357,-0.462,-2.679,1.454,-1.870,0.727
3.300,-1.337,-0.485,-2.668,1.555,-1.733,0.777
3.320,-1.314,-0.507,-2.657,1.654,-1.589,0.827
3.340,-1.291,-0.526,-2.646,1.751,-1.439,0.876
3.360,-1.266,-0.543,-2.633,1.847,-1.283,0.923
3.380,-1.241,-0.558,-2.620,1.940,-1.123,0.970
3.400,-1.214,-0.571,-2.607,2.032,-0.958,1.016
3.420,-1.185,-0.581,-2.593,2.122,-0.789,1.061
3.440,-1.156,-0.589,-2.578,2.210,-0.617,1.105
3.460,-1.125,-0.595,-2.563,2.295,-0.442,1.148
3.480,-1.093,-0.599,-2.547,2.379,-0.266,1.189
3.500,-1.061,-0.600,-2.530,2.459,-0.089,1.230
3.520,-1.027,-0.599,-2.513,2.538,0.089,1.269
3.540,-0.992,-0.595,-2.496,2.614,0.266,1.307
3.560,-0.956,-0.589,-2.478,2.687,0.442,1.344
3.580,-0.919,-0.581,-2.460,2.758,0.617,1.379
3.600,-0.882,-0.571,-2.441,2.826,0.789,1.413
3.620,-0.843,-0.558,-2.422,2.891,0.958,1.446
3.640,-0.804,-0.543,-2.402,2.954,1.123,1.477
3.660,-0.764,-0.526,-2.382,3.013,1.283,1.507
3.680,-0.723,-0.507,-2.361,3.070,1.439,1.535
3.700,-0.681,-0.485,-2.340,3.123,1.589,1.562
3.720,-0.639,-0.462,-2.319,3.174,1.733,1.587
3.740,-0.596,-0.437,-2.298,3.221,1.870,1.611
3.760,-0.552,-0.411,-2.276,3.265,1.999,1.633
3.780,-0.508,-0.382,-2.254,3.306,2.121,1.653
3.800,-0.464,-0.353,-2.232,3.344,2.234,1.672
3.820,-0.418,-0.321,-2.209,3.378,2.338,1.689
3.840,-0.373,-0.289,-2.187,3.409,2.433,1.704
3.860,-0.327,-0.255,-2.164,3.436,2.519,1.718
3.880,-0.281,-0.221,-2.141,3.461,2.594,1.730
3.900,-0.235,-0.185,-2.117,3.482,2.660,1.741
3.920,-0.188,-0.149,-2.094,3.499,2.715,1.749
3.940,-0.141,-0.112,-2.071,3.513,2.759,1.756
3.960,-0.094,-0.075,-2.047,3.523,2.792,1.762
3.980,-0.047,-0.038,-2.024,3.530,2.814,1.765
4.000,0.000,0.000,-2.000,3.534,2.826,1.767
4.020,0.047,0.038,-1.976,3.534,2.826,1.767
4.040,0.094,0.075,-1.953,3.530,2.814,1.765
4.060,0.141,0.112,-1.929,3.523,2.792,1.762
4.080,0.188,0.149,-1.906,3.513,2.759,1.756
4.100,0.235,0.185,-1.883,3.499,2.715,1.749
4.120,0.281,0.221,-1.859,3.482,2.660,1.741
4.140,0.327,0.255,-1.836,3.461,2.594,1.730
4.160,0.373,0.289,-1.813,3.436,2.519,1.718
4.180,0.418,0.321,-1.791,3.409,2.433,1.704
4.200,0.464,0.353,-1.768,3.378,2.338,1.689
4.220,0.508,0.382,-1.746,3.344,2.234,1.672
4.240,0.552,0.411,-1.724,3.306,2.121,1.653
4.260,0.596,0.437,-1.702,3.265,1.999,1.633
4.280,0.639,0.462,-1.681,3.221,1.870,1.611
4.300,0.681,0.485,-1.660,3.174,1.733,1.587
4.320,0.723,0.507,-1.639,3.123,1.589,1.562
4.340,0.764,0.526,-1.618,3.070,1.439,1.535
4.360,0.804,0.543,-1.598,3.013,1.283,1.507
4.380,0.843,0.558,-1.578,2.954,1.123,1.477
4.400,0.882,0.571,-1.559,2.891,0.958,1.446
4.420,0.919,0.581,-1.540,2.826,0.789,1.413
4.440,0.956,0.589,-1.522,2.758,0.617,1.379
4.460,0.992,0.595,-1.504,2.687,0.442,1.344
4.480,1.027,0.599,-1.487,2.614,0.266,1.307
4.500,1.061,0.600,-1.470,2.538,0.089,1.269
4.520,1.093,0.599,-1.453,2.459,-0.089,1.230
4.540,1.125,0.595,-1.437,2.379,-0.266,1.189
4.560,1.156,0.589,-1.422,2.295,-0.442,1.148
4.580,1.185,0.581,-1.407,2.210,-0.617,1.105
4.600,1.214,0.571,-1.393,2.122,-0.789,1.061
4.620,1.241,0.558,-1.380,2.032,-0.958,1.016
4.640,1.266,0.543,-1.367,1.940,-1.123,0.970
4.660,1.291,0.526,-1.354,1.847,-1.283,0.923
4.680,1.314,0.507,-1.343,1.751,-1.439,0.876
4.700,1.337,0.485,-1.332,1.654,-1.589,0.827
4.720,1.357,0.462,-1.321,1.555,-1.733,0.777
4.740,1.377,0.437,-1.312,1.454,-1.870,0.727
4.760,1.395,0.411,-1.303,1.352,-1.999,0.676
4.780,1.411,0.382,-1.294,1.249,-2.121,0.625
4.800,1.427,0.353,-1.287,1.145,-2.234,0.572
4.820,1.440,0.321,-1.280,1.039,-2.338,0.520
4.840,1.453,0.289,-1.274,0.933,-2.433,0.466
4.860,1.464,0.255,-1.268,0.825,-2.519,0.413
4.880,1.473,0.221,-1.263,0.717,-2.594,0.358
4.900,1.482,0.185,-1.259,0.608,-2.660,0.304
4.920,1.488,0.149,-1.256,0.498,-2.715,0.249
4.940,1.493,0.112,-1.253,0.388,-2.759,0.194
4.960,1.497,0.075,-1.251,0.277,-2.792,0.139
4.980,1.499,0.038,-1.250,0.166,-2.814,0.083
5.000,1.500,0.000,-1.250,0.056,-2.826,0.028
5.020,1.499,-0.038,-1.250,-0.056,-2.826,-0.028
5.040,1.497,-0.075,-1.251,-0.166,-2.814,-0.083
5.060,1.493,-0.112,-1.253,-0.277,-2.792,-0.139
5.080,1.488,-0.149,-1.256,-0.388,-2.759,-0.194
5.100,1.482,-0.185,-1.259,-0.498,-2.715,-0.249
5.120,1.473,-0.221,-1.263,-0.608,-2.660,-0.304
5.140,1.464,-0.255,-1.268,-0.717,-2.594,-0.358
5.160,1.453,-0.289,-1.274,-0.825,-2.519,-0.413
5.180,1.440,-0.321,-1.280,-0.933,-2.433,-0.466
5.200,1.427,-0.353,-1.287,-1.039,-2.338,-0.520
5.220,1.411,-0.382,-1.294,-1.145,-2.234,-0.572
5.240,1.395,-0.411,-1.303,-1.249,-2.121,-0.625
5.260,1.377,-0.437,-1.312,-1.352,-1.999,-0.676
5.280,1.357,-0.462,-1.321,-1.454,-1.870,-0.727
5.300,1.337,-0.485,-1.332,-1.555,-1.733,-0.777
5.320,1.314,-0.507,-1.343,-1.654,-1.589,-0.827
5.340,1.291,-0.526,-1.354,-1.751,-1.439,-0.876
5.360,1.266,-0.543,-1.367,-1.847,-1.283,-0.923
5.380,1.241,-0.558,-1.380,-1.940,-1.123,-0.970
5.400,1.214,-0.571,-1.393,-2.032,-0.958,-1.016
5.420,1.185,-0.581,-1.407,-2.122,-0.789,-1.061
5.440,1.156,-0.589,-1.422,-2.210,-0.617,-1.105
5.460,1.125,-0.595,-1.437,-2.295,-0.442,-1.148
5.480,1.093,-0.599,-1.453,-2.379,-0.266,-1.189
5.500,1.061,-0.600,-1.470,-2.459,-0.089,-1.230
5.520,1.027,-0.599,-1.487,-2.538,0.089,-1.269
5.540,0.992,-0.595,-1.504,-2.614,0.266,-1.307
5.560,0.956,-0.589,-1.522,-2.687,0.442,-1.344
5.580,0.919,-0.581,-1.540,-2.758,0.617,-1.379
5.600,0.882,-0.571,-1.559,-2.826,0.789,-1.413
5.620,0.843,-0.558,-1.578,-2.891,0.958,-1.446
5.640,0.804,-0.543,-1.598,-2.954,1.123,-1.477
5.660,0.764,-0.526,-1.618,-3.013,1.283,-1.507
5.680,0.723,-0.507,-1.639,-3.070,1.439,-1.535
5.700,0.681,-0.485,-1.660,-3.123,1.589,-1.562
5.720,0.639,-0.462,-1.681,-3.174,1.733,-1.587
5.740,0.596,-0.437,-1.702,-3.221,1.870,-1.611
5.760,0.552,-0.411,-1.724,-3.265,1.999,-1.633
5.780,0.508,-0.382,-1.746,-3.306,2.121,-1.653
5.800,0.464,-0.353,-1.768,-3.344,2.234,-1.672
5.820,0.418,-0.321,-1.791,-3.378,2.338,-1.689
5.840,0.373,-0.289,-1.813,-3.409,2.433,-1.704
5.860,0.327,-0.255,-1.836,-3.436,2.519,-1.718
5.880,0.281,-0.221,-1.859,-3.461,2.594,-1.730
5.900,0.235,-0.185,-1.883,-3.482,2.660,-1.741
5.920,0.188,-0.149,-1.906,-3.499,2.715,-1.749
5.940,0.141,-0.112,-1.929,-3.513,2.759,-1.756
5.960,0.094,-0.075,-1.953,-3.523,2.792,-1.762
5.980,0.047,-0.038,-1.976,-3.530,2.814,-1.765
6.000,0.000,-0.000,-2.000,-3.534,2.826,-1.767
6.020,-0.047,0.038,-2.024,-3.534,2.826,-1.767
6.040,-0.094,0.075,-2.047,-3.530,2.814,-1.765
6.060,-0.141,0.112,-2.071,-3.523,2.792,-1.762
6.080,-0.188,0.149,-2.094,-3.513,2.759,-1.756
6.100,-0.235,0.185,-2.117,-3.499,2.715,-1.749
6.120,-0.281,0.221,-2.141,-3.482,2.660,-1.741
6.140,-0.327,0.255,-2.164,-3.461,2.594,-1.730
6.160,-0.373,0.289,-2.187,-3.436,2.519,-1.718
6.180,-0.418,0.321,-2.209,-3.409,2.433,-1.704
6.200,-0.464,0.353,-2.232,-3.378,2.338,-1.689
6.220,-0.508,0.382,-2.254,-3.344,2.234,-1.672
6.240,-0.552,0.411,-2.276,-3.306,2.121,-1.653
6.260,-0.596,0.437,-2.298,-3.265,1.999,-1.633
6.280,-0.639,0.462,-2.319,-3.221,1.870,-1.611
6.300,-0.681,0.485,-2.340,-3.174,1.733,-1.587
6.320,-0.723,0.507,-2.361,-3.123,1.589,-1.562
6.340,-0.764,0.526,-2.382,-3.070,1.439,-1.535
6.360,-0.804,0.543,-2.402,-3.013,1.283,-1.507
6.380,-0.843,0.558,-2.422,-2.954,1.123,-1.477
6.400,-0.882,0.571,-2.441,-2.891,0.958,-1.446
6.420,-0.919,0.581,-2.460,-2.826,0.789,-1.413
6.440,-0.956,0.589,-2.478,-2.758,0.617,-1.379
6.460,-0.992,0.595,-2.496,-2.687,0.442,-1.344
6.480,-1.027,0.599,-2.513,-2.614,0.266,-1.307
6.500,-1.061,0.600,-2.530,-2.538,0.089,-1.269
6.520,-1.093,0.599,-2.547,-2.459,-0.089,-1.230
6.540,-1.125,0.595,-2.563,-2.379,-0.266,-1.189
6.560,-1.156,0.589,-2.578,-2.295,-0.442,-1.148
6.580,-1.185,0.581,-2.593,-2.210,-0.617,-1.105
6.600,-1.214,0.571,-2.607,-2.122,-0.789,-1.061
6.620,-1.241,0.558,-2.620,-2.032,-0.958,-1.016
6.640,-1.266,0.543,-2.633,-1.940,-1.123,-0.970
6.660,-1.291,0.526,-2.646,-1.847,-1.283,-0.923
6.680,-1.314,0.507,-2.657,-1.751,-1.439,-0.876
6.700,-1.337,0.485,-2.668,-1.654,-1.589,-0.827
6.720,-1.357,0.462,-2.679,-1.555,-1.733,-0.777
6.740,-1.377,0.437,-2.688,-1.454,-1.870,-0.727
6.760,-1.395,0.411,-2.697,-1.352,-1.999,-0.676
6.780,-1.411,0.382,-2.706,-1.249,-2.121,-0.625
6.800,-1.427,0.353,-2.713,-1.145,-2.234,-0.572
6.820,-1.440,0.321,-2.720,-1.039,-2.338,-0.520
6.840,-1.453,0.289,-2.726,-0.933,-2.433,-0.466
6.860,-1.464,0.255,-2.732,-0.825,-2.519,-0.413
6.880,-1.473,0.221,-2.737,-0.717,-2.594,-0.358
6.900,-1.482,0.185,-2.741,-0.608,-2.660,-0.304
6.920,-1.488,0.149,-2.744,-0.498,-2.715,-0.249
6.940,-1.493,0.112,-2.747,-0.388,-2.759,-0.194
6.960,-1.497,0.075,-2.749,-0.277,-2.792,-0.139
6.980,-1.499,0.038,-2.750,-0.166,-2.814,-0.083
7.000,-1.500,0.000,-2.750,-0.056,-2.826,-0.028
7.020,-1.499,-0.038,-2.750,0.056,-2.826,0.028
7.040,-1.497,-0.075,-2.749,0.166,-2.814,0.083
7.060,-1.493,-0.112,-2.747,0.277,-2.792,0.139
7.080,-1.488,-0.149,-2.744,0.388,-2.759,0.194
7.100,-1.482,-0.185,-2.741,0.498,-2.715,0.249
7.120,-1.473,-0.221,-2.737,0.608,-2.660,0.304
7.140,-1.464,-0.255,-2.732,0.717,-2.594,0.358
7.160,-1.453,-0.289,-2.726,0.825,-2.519,0.413
7.180,-1.440,-0.321,-2.720,0.933,-2.433,0.466
7.200,-1.427,-0.353,-2.713,1.039,-2.338,0.520
7.220,-1.411,-0.382,-2.706,1.145,-2.234,0.572
7.240,-1.395,-0.411,-2.697,1.249,-2.121,0.625
7.260,-1.377,-0.437,-2.688,1.352,-1.999,0.676
7.280,-1.357,-0.462,-2.679,1.454,-1.870,0.727
7.300,-1.337,-0.485,-2.668,1.555,-1.733,0.777
7.320,-1.314,-0.507,-2.657,1.654,-1.589,0.827
7.340,-1.291,-0.526,-2.646,1.751,-1.439,0.876
7.360,-1.266,-0.543,-2.633,1.847,-1.283,0.923
7.380,-1.241,-0.558,-2.620,1.940,-1.123,0.970
7.400,-1.214,-0.571,-2.607,2.032,-0.958,1.016
7.420,-1.185,-0.581,-2.593,2.122,-0.789,1.061
7.440,-1.156,-0.589,-2.578,2.210,-0.617,1.105
7.460,-1.125,-0.595,-2.563,2.295,-0.442,1.148
7.480,-1.093,-0.599,-2.547,2.379,-0.266,1.189
7.500,-1.061,-0.600,-2.530,2.459,-0.089,1.230
7.520,-1.027,-0.599,-2.513,2.538,0.089,1.269
7.540,-0.992,-0.595,-2.496,2.614,0.266,1.307
7.560,-0.956,-0.589,-2.478,2.687,0.442,1.344
7.580,-0.919,-0.581,-2.460,2.758,0.617,1.379
7.600,-0.882,-0.571,-2.441,2.826,0.789,1.413
7.620,-0.843,-0.558,-2.422,2.891,0.958,1.446
7.640,-0.804,-0.543,-2.402,2.954,1.123,1.477
7.660,-0.764,-0.526,-2.382,3.013,1.283,1.507
7.680,-0.723,-0.507,-2.361,3.070,1.439,1.535
7.700,-0.681,-0.485,-2.340,3.123,1.589,1.562
7.720,-0.639,-0.462,-2.319,3.174,1.733,1.587
7.740,-0.596,-0.437,-2.298,3.221,1.870,1.611
7.760,-0.552,-0.411,-2.276,3.265,1.999,1.633
7.780,-0.508,-0.382,-2.254,3.306,2.121,1.653
7.800,-0.464,-0.353,-2.232,3.344,2.234,1.672
7.820,-0.418,-0.321,-2.209,3.378,2.338,1.689
7.840,-0.373,-0.289,-2.187,3.409,2.433,1.704
7.860,-0.327,-0.255,-2.164,3.436,2.519,1.718
7.880,-0.281,-0.221,-2.141,3.461,2.594,1.730
7.900,-0.235,-0.185,-2.117,3.482,2.660,1.741
7.920,-0.188,-0.149,-2.094,3.499,2.715,1.749
7.940,-0.141,-0.112,-2.071,3.513,2.759,1.756
7.960,-0.094,-0.075,-2.047,3.523,2.792,1.762
7.980,-0.047,-0.038,-2.024,3.530,2.814,1.765
8.000,-0.000,-0.000,-2.000,3.534,2.826,1.767
8.020,0.047,0.038,-1.976,3.534,2.826,1.767
8.040,0.094,0.075,-1.953,3.530,2.814,1.765
8.060,0.141,0.112,-1.929,3.523,2.792,1.762
8.080,0.188,0.149,-1.906,3.513,2.759,1.756
8.100,0.235,0.185,-1.883,3.499,2.715,1.749
8.120,0.281,0.221,-1.859,3.482,2.660,1.741
8.140,0.327,0.255,-1.836,3.461,2.594,1.730
8.160,0.373,0.289,-1.813,3.436,2.519,1.718
8.180,0.418,0.321,-1.791,3.409,2.433,1.704
8.200,0.464,0.353,-1.768,3.378,2.338,1.689
8.220,0.508,0.382,-1.746,3.344,2.234,1.672
8.240,0.552,0.411,-1.724,3.306,2.121,1.653
8.260,0.596,0.437,-1.702,3.265,1.999,1.633
8.280,0.639,0.462,-1.681,3.221,1.870,1.611
8.300,0.681,0.485,-1.660,3.174,1.733,1.587
8.320,0.723,0.507,-1.639,3.123,1.589,1.562
8.340,0.764,0.526,-1.618,3.070,1.439,1.535
8.360,0.804,0.543,-1.598,3.013,1.283,1.507
8.380,0.843,0.558,-1.578,2.954,1.123,1.477
8.400,0.882,0.571,-1.559,2.891,0.958,1.446
8.420,0.919,0.581,-1.540,2.826,0.789,1.413
8.440,0.956,0.589,-1.522,2.758,0.617,1.379
8.460,0.992,0.595,-1.504,2.687,0.442,1.344
8.480,1.027,0.599,-1.487,2.614,0.266,1.307
8.500,1.061,0.600,-1.470,2.538,0.089,1.269
8.520,1.093,0.599,-1.453,2.459,-0.089,1.230
8.540,1.125,0.595,-1.437,2.379,-0.266,1.189
8.560,1.156,0.589,-1.422,2.295,-0.442,1.148
8.580,1.185,0.581,-1.407,2.210,-0.617,1.105
8.600,1.214,0.571,-1.393,2.122,-0.789,1.061
8.620,1.241,0.558,-1.380,2.032,-0.958,1.016
8.640,1.266,0.543,-1.367,1.940,-1.123,0.970
8.660,1.291,0.526,-1.354,1.847,-1.283,0.923
8.680,1.314,0.507,-1.343,1.751,-1.439,0.876
8.700,1.337,0.485,-1.332,1.654,-1.589,0.827
8.720,1.357,0.462,-1.321,1.555,-1.733,0.777
8.740,1.377,0.437,-1.312,1.454,-1.870,0.727
8.760,1.395,0.411,-1.303,1.352,-1.999,0.676
8.780,1.411,0.382,-1.294,1.249,-2.121,0.625
8.800,1.427,0.353,-1.287,1.145,-2.234,0.572
8.820,1.440,0.321,-1.280,1.039,-2.338,0.520
8.840,1.453,0.289,-1.274,0.933,-2.433,0.466
8.860,1.464,0.255,-1.268,0.825,-2.519,0.413
8.880,1.473,0.221,-1.263,0.717,-2.594,0.358
8.900,1.482,0.185,-1.259,0.608,-2.660,0.304
8.920,1.488,0.149,-1.256,0.498,-2.715,0.249
